,bedrooms,age,year,bathrooms,sqft_living,view,condition,grade,floors,sqft_lot,sqft_above,sqft_basement,sqft_living15,sqft_lot15,waterfront_1,is_renovated_1,predicted_price
835,3,50,2014,2.5,2540,1,3,8,1.0,11562,1290,1250,2230,10310,0,0,522390.0
836,5,13,2014,5.5,7400,3,3,13,2.0,18898,6290,1110,6110,26442,0,0,3468830.0
837,4,25,2015,2.5,2430,0,3,8,2.0,9103,2430,0,2260,8090,0,0,420869.0
838,3,29,2014,2.0,1410,0,3,7,1.0,8384,1410,0,1410,9205,0,0,280606.0
839,4,15,2014,2.5,2370,0,3,8,2.0,10631,2370,0,2200,8297,0,0,426524.0
840,3,86,2015,1.5,1810,0,4,8,1.5,3880,1310,500,1400,3880,0,0,576513.0
841,4,114,2014,1.0,1370,2,5,5,1.5,41194,1370,0,1590,84070,0,0,299929.0
842,3,48,2015,1.75,1960,0,3,7,1.0,15681,1960,0,1750,15616,0,0,315295.0
843,3,43,2014,2.0,1380,0,3,7,2.0,3500,1380,0,1620,3900,0,0,374504.0
844,3,20,2014,2.0,1590,0,3,7,1.0,8670,1590,0,1590,9253,0,0,246868.0
845,3,28,2014,2.5,1850,0,3,7,2.0,6676,1850,0,1700,6663,0,0,263131.0
846,3,47,2014,2.75,1740,0,3,7,1.0,8436,1140,600,1550,8436,0,0,318473.0
847,4,30,2014,2.75,2300,0,3,9,2.0,12633,2300,0,2240,9246,0,0,565497.0
848,4,50,2015,1.75,3620,0,4,8,1.0,10400,1820,1800,2410,10400,0,0,710981.0
849,4,8,2014,2.5,3420,0,3,9,2.0,6233,3420,0,3350,5000,0,0,694001.0
850,2,5,2014,2.5,1430,0,3,8,3.0,1201,1430,0,1430,1249,0,0,437185.0
851,3,45,2015,1.0,1150,0,4,7,1.0,10132,1150,0,1180,8713,0,0,242905.0
852,4,0,2014,2.75,2790,0,3,8,2.0,5000,2790,0,2620,5527,0,0,503776.0
853,4,10,2014,2.5,1820,0,3,7,2.0,16103,1820,0,2120,21277,0,0,351898.0
854,4,66,2015,3.5,3000,0,5,7,1.0,5300,1780,1220,1360,5450,0,0,539288.0
855,3,47,2015,2.5,2000,0,3,7,2.0,35438,2000,0,2000,51836,0,1,415830.0
856,2,8,2014,2.5,2310,0,3,9,2.0,3313,2310,0,2700,5670,0,0,710131.0
857,5,65,2014,1.75,2280,1,4,8,1.0,43560,1380,900,1940,17664,0,0,487943.0
858,3,45,2015,1.5,1140,0,5,6,1.0,4875,1140,0,980,5070,0,0,219525.0
859,5,54,2014,2.75,3550,0,3,7,2.0,9600,3550,0,3370,9600,0,0,572661.0
860,3,30,2014,2.25,1810,0,3,8,1.0,8158,1450,360,1740,9532,0,0,411688.0
861,3,45,2014,1.0,1200,0,5,7,1.0,9087,1200,0,1250,11826,0,0,217267.0
862,3,59,2014,1.0,1100,0,3,7,1.0,7657,1100,0,1300,8000,0,0,275737.0
863,3,19,2014,2.25,1715,0,3,7,2.0,6819,1715,0,2238,6819,0,0,302748.0
864,2,36,2014,1.5,1650,0,3,7,1.0,7311,860,790,1660,7255,0,0,265352.0
865,3,15,2015,3.25,1520,0,3,7,3.0,1500,1520,0,1520,1323,0,0,409507.0
866,4,93,2015,1.0,1210,0,3,7,1.5,7740,1210,0,1100,7740,0,0,303326.0
867,3,34,2015,2.25,1890,0,3,7,1.0,7314,1100,790,1520,7676,0,0,324938.0
868,3,44,2014,1.75,1560,0,5,7,1.0,8456,1560,0,2230,13109,0,0,437649.0
869,4,21,2014,2.75,2180,0,4,8,2.0,5799,2180,0,2060,6061,0,0,484089.0
870,4,51,2014,2.5,1910,0,4,6,1.0,9244,1910,0,2590,9286,0,0,397197.0
871,4,43,2015,2.5,2180,0,3,7,1.0,7210,1190,990,2070,7210,0,0,400417.0
872,5,0,2014,3.25,3360,0,3,9,2.0,6120,3360,0,3230,5398,0,0,782003.0
873,4,93,2014,1.0,2320,0,3,6,1.5,4000,1310,1010,1750,4000,0,0,435244.0
874,3,24,2014,2.5,2960,3,4,9,2.0,69351,2960,0,2350,41433,1,0,1089690.0
875,3,18,2014,2.0,1130,0,3,6,2.0,9879,1130,0,1900,14907,0,0,270327.0
876,5,13,2015,2.75,3080,0,3,9,2.0,6600,3080,0,3080,6600,0,0,631798.0
877,3,61,2014,2.0,1050,0,4,7,1.0,18304,1050,0,1690,15675,0,0,287784.0
878,3,61,2015,3.25,3020,0,4,9,2.0,6073,3020,0,3020,7700,0,0,1451469.0
879,3,31,2014,2.0,1520,0,3,7,1.0,11067,1140,380,1280,11371,0,0,336505.0
880,2,97,2014,1.0,680,0,3,6,1.0,4800,680,0,1610,4800,0,0,316260.0
881,3,29,2015,2.25,1800,0,3,8,1.0,15903,1340,460,2000,15233,0,0,429677.0
882,4,0,2014,3.25,3450,0,3,9,2.0,6184,3450,0,3020,5369,0,0,735009.0
883,2,110,2014,1.0,910,0,3,7,1.0,3750,910,0,1160,4000,0,0,436438.0
884,3,65,2014,2.0,1890,0,3,7,1.0,29185,1470,420,2580,11600,0,1,458075.0
885,4,114,2014,1.0,1080,0,5,5,1.5,26114,1080,0,1720,20360,0,0,177593.0
886,3,66,2015,1.0,950,0,3,7,1.0,4000,780,170,1230,4000,0,0,460056.0
887,4,24,2014,2.5,2300,0,3,9,2.0,7989,2300,0,2280,8835,0,0,519999.0
888,5,5,2015,4.5,4340,4,3,10,3.0,5722,4340,0,1770,5250,0,0,1218199.0
889,3,53,2014,1.0,1010,0,5,5,1.0,25277,1010,0,1570,213879,0,0,249304.0
890,2,12,2015,2.75,1770,0,3,8,1.0,10534,1210,560,1600,17400,0,0,397408.0
891,3,18,2015,2.75,2940,0,3,10,2.0,12487,2940,0,3110,10837,0,0,778335.0
892,5,8,2014,2.5,2900,0,3,9,2.0,5901,2900,0,3200,5775,0,0,600189.0
893,4,7,2014,3.25,3720,2,3,11,2.0,7150,3720,0,4040,7442,0,0,994658.0
894,4,10,2014,4.5,3890,3,3,11,2.0,5906,3060,830,4170,6052,0,0,1297775.0
895,5,7,2014,2.75,2980,0,3,9,2.0,4502,2980,0,2850,4501,0,0,690172.0
896,3,38,2015,1.5,1460,0,4,6,1.0,13503,1460,0,1460,13394,0,0,291791.0
897,4,16,2014,2.5,1990,0,3,8,2.0,30083,1990,0,2220,11627,0,0,414840.0
898,5,0,2014,3.0,3223,0,3,9,2.0,6371,3223,0,1979,19030,0,0,677094.0
899,4,40,2014,2.75,2450,0,5,9,1.0,15002,2450,0,2650,15055,0,0,879533.0
900,2,78,2015,1.0,780,0,3,6,1.0,9750,780,0,1670,9750,0,0,222751.0
901,4,39,2015,1.75,2440,0,3,7,1.0,16730,1390,1050,1390,11600,0,0,412162.0
902,2,68,2014,2.0,1760,0,5,7,1.0,7200,880,880,1760,7200,0,0,512669.0
903,3,39,2014,2.75,1960,0,5,8,1.0,13252,1240,720,2040,9866,0,0,526570.0
904,3,16,2015,2.5,2980,0,3,8,2.0,7202,2980,0,2430,7280,0,0,490034.0
905,3,40,2015,2.0,1840,0,4,7,1.0,8140,1040,800,1600,6720,0,0,306187.0
906,3,11,2014,2.0,1230,0,3,8,2.0,1613,1010,220,1610,1873,0,0,358510.0
907,3,33,2014,1.75,1180,0,4,7,1.0,10541,940,240,1230,10879,0,0,272931.0
908,4,1,2015,3.25,2630,0,3,9,2.0,7770,2630,0,1370,7770,0,0,686560.0
909,4,39,2014,2.75,2250,0,4,8,1.0,7412,1480,770,2070,7632,0,0,502703.0
910,5,52,2014,1.5,1980,0,3,7,1.5,7958,1980,0,1510,8438,0,0,309362.0
911,4,46,2014,2.5,2000,0,4,7,1.0,13300,1200,800,1800,9810,0,0,382044.0
912,4,11,2014,2.5,2450,0,3,8,2.0,5280,2450,0,2300,4674,0,0,452966.0
913,3,97,2015,1.75,1160,0,4,6,1.0,5850,1160,0,1110,8382,0,0,251114.0
914,5,46,2014,2.25,2910,0,4,9,2.0,9525,2910,0,2740,9525,0,0,1024068.0
915,3,87,2014,2.0,1780,2,3,8,1.0,1750,1400,380,1780,3750,0,1,685164.0
916,3,51,2014,1.0,1380,0,4,7,1.0,7575,1380,0,1320,7600,0,0,267711.0
917,3,51,2015,1.5,1480,0,4,7,1.0,9606,1100,380,1600,9619,0,0,326564.0
918,3,36,2015,1.75,1630,0,3,7,1.0,7480,1330,300,1940,7480,0,0,313151.0
919,4,26,2014,2.5,3420,0,3,9,2.0,30410,3420,0,2940,45916,0,0,682030.0
920,4,30,2014,3.25,5450,0,5,9,1.5,37058,5450,0,2800,35716,0,0,1023001.0
921,3,35,2014,1.75,1780,0,4,8,1.0,35233,1420,360,1950,17334,0,0,395571.0
922,2,64,2014,1.0,940,0,3,7,1.0,5000,940,0,1800,7400,0,0,359925.0
923,3,48,2015,1.5,1900,0,3,8,1.0,9630,1900,0,2010,9630,0,0,391212.0
924,3,64,2014,2.0,1880,2,3,8,1.0,4000,1280,600,1920,4000,0,0,568844.0
925,3,11,2014,3.25,2660,0,3,9,2.0,4000,2170,490,2660,4000,0,0,801315.0
926,3,46,2014,2.5,1850,0,3,7,1.0,7875,1250,600,1930,8062,0,0,367641.0
927,4,103,2014,1.0,1260,0,4,7,1.0,4080,1260,0,1340,4080,0,0,484572.0
928,3,53,2015,1.0,1550,0,4,7,1.0,12670,1550,0,1550,8880,0,0,296031.0
929,4,0,2014,2.5,1540,0,3,8,2.0,1870,1540,0,1540,1619,0,0,430942.0
930,5,17,2015,2.75,3430,0,3,10,2.0,15119,3430,0,3430,12045,0,0,826213.0
931,3,73,2014,1.5,1240,0,3,6,1.0,7733,790,450,1130,7733,0,0,268291.0
932,3,25,2014,2.25,1640,0,3,7,2.0,7261,1640,0,1640,6789,0,0,284755.0
933,2,83,2014,0.75,760,0,4,4,1.0,33801,760,0,1100,39504,0,0,160742.0
934,3,0,2014,2.5,2010,0,3,9,2.0,3300,1610,400,1660,4950,0,0,579483.0
935,4,25,2014,2.5,2010,0,4,8,2.0,7972,2010,0,2100,8511,0,0,463347.0
936,2,102,2014,1.0,1280,0,5,6,1.5,21750,1280,0,1520,21750,0,0,191480.0
937,7,50,2014,4.25,3670,1,3,8,2.0,4000,2800,870,2010,4000,0,0,643439.0
938,4,22,2014,2.5,2550,0,3,9,2.0,6256,2550,0,2460,8256,0,0,538113.0
939,3,58,2014,1.5,1570,0,4,7,1.0,6700,1570,0,1570,7300,0,0,371446.0
940,3,63,2014,2.25,2570,0,3,7,2.0,7242,2170,400,1690,7639,0,1,547995.0
941,3,12,2015,2.5,2420,0,3,8,2.0,4750,2420,0,2690,4750,0,0,474631.0
942,3,67,2014,1.0,1480,0,4,6,1.0,5600,940,540,1350,11100,0,0,280011.0
943,4,15,2014,3.5,2720,0,3,8,2.0,6781,2100,620,2280,5942,0,0,523265.0
944,3,28,2015,2.5,2900,0,3,9,2.0,46609,2900,0,2570,42188,0,0,609999.0
945,3,69,2014,1.75,1880,0,4,7,1.0,6360,1040,840,1770,6175,0,0,498511.0
946,2,28,2014,2.0,1470,0,3,7,1.5,2052,1470,0,1470,2052,0,0,240046.0
947,2,73,2014,1.75,1160,0,4,6,1.0,8625,1160,0,960,5750,0,0,263052.0
948,3,81,2014,2.25,2160,0,4,7,1.5,37000,1760,400,2540,37000,0,0,455472.0
949,4,70,2014,2.0,2630,0,3,7,1.5,9099,1830,800,1430,6825,0,1,408203.0
950,4,49,2014,2.0,2100,0,3,8,2.0,4857,2100,0,1450,5965,0,1,524442.0
951,3,63,2015,1.0,1560,0,4,8,1.0,8100,1140,420,2130,8100,0,0,543116.0
952,3,26,2014,2.25,1650,0,3,7,2.0,4859,1650,0,1890,5018,0,0,360912.0
953,4,60,2014,1.75,2740,2,3,8,1.0,8520,1370,1370,2740,9286,0,0,641411.0
954,3,52,2014,1.75,2470,1,4,7,1.0,9620,1570,900,2600,9620,0,0,520138.0
955,3,53,2014,1.0,1200,0,4,6,1.0,10458,1200,0,1160,9000,0,0,213468.0
956,3,64,2014,2.5,3050,0,5,8,1.5,7410,1950,1100,1890,5814,0,0,837925.0
957,4,53,2014,2.5,2770,0,4,8,1.0,19116,1600,1170,2730,18429,0,0,625617.0
958,3,84,2014,2.5,1780,0,4,8,2.0,4320,1780,0,1690,4952,0,1,656291.0
959,3,83,2014,2.0,1340,0,3,6,1.0,8505,1340,0,1370,9000,0,0,242511.0
960,4,21,2014,2.5,2970,0,3,9,2.0,29163,2970,0,3100,31105,0,0,641786.0
961,4,38,2014,2.75,2240,0,4,8,1.5,27820,2240,0,2330,20000,0,0,508746.0
962,2,114,2014,2.25,3170,2,5,10,2.0,3000,1990,1180,2980,5061,0,0,2053026.0
963,2,31,2015,1.75,1210,0,3,7,1.0,9750,1210,0,1650,9750,0,0,285166.0
964,3,76,2015,1.5,1370,0,3,7,1.0,7697,1370,0,1370,7697,0,0,329655.0
965,3,5,2014,2.5,1520,0,3,7,2.0,3041,1520,0,1820,3229,0,0,374268.0
966,3,41,2014,1.0,1660,0,4,7,1.0,21514,1660,0,1660,21600,0,0,286115.0
967,4,58,2014,2.0,1820,0,5,7,1.0,8400,1300,520,1700,9450,0,0,434694.0
968,4,53,2014,2.5,2300,2,3,8,1.0,9900,1600,700,2510,7500,0,0,589632.0
969,4,55,2014,2.25,2810,0,3,8,2.0,25990,1860,950,2020,16140,0,0,481937.0
970,4,22,2014,3.75,4520,2,3,10,1.5,9240,3270,1250,3380,9240,0,0,1027004.0
971,3,37,2014,2.25,2650,3,3,9,1.0,12845,1770,880,2650,12902,0,0,624147.0
972,4,60,2015,2.5,2720,0,4,7,1.0,8000,1360,1360,1790,8000,0,0,529031.0
973,4,15,2015,2.5,3040,0,3,7,2.0,12522,3040,0,2490,9742,0,0,456966.0
974,5,48,2015,2.75,2910,0,4,8,1.5,16410,2910,0,1980,18000,0,0,551384.0
975,5,62,2015,1.75,2000,2,3,7,1.0,10246,1200,800,2340,9030,0,0,481508.0
976,2,69,2014,1.0,820,0,3,6,1.0,7475,820,0,1030,5720,0,0,247268.0
977,4,104,2014,2.5,2095,0,5,8,1.5,4400,1295,800,1980,4400,0,0,788592.0
978,3,22,2014,2.5,1640,0,3,7,2.0,29970,1640,0,1580,28399,0,0,318260.0
979,3,75,2014,1.75,1740,0,4,7,1.0,8528,1290,450,1610,8528,0,0,452488.0
980,4,22,2014,2.75,5470,4,3,11,2.0,18200,3730,1740,3620,15100,1,0,2667770.0
981,4,24,2014,2.5,1870,0,3,8,2.0,7471,1870,0,2020,8912,0,0,365672.0
982,3,46,2014,1.75,1980,0,4,7,1.0,11274,1480,500,1520,8010,0,0,338505.0
983,3,63,2015,2.0,1770,0,5,8,1.0,8141,1770,0,1770,8100,0,0,549859.0
984,5,55,2014,2.5,2490,0,4,8,1.0,9639,1610,880,2290,9958,0,0,661775.0
985,4,67,2015,1.0,1310,0,3,6,1.0,8640,910,400,1310,8640,0,0,266287.0
986,3,22,2015,2.5,1600,0,2,7,2.0,7295,1600,0,1410,9000,0,0,238603.0
987,4,18,2014,2.5,2940,2,3,9,2.0,156988,1870,1070,2940,71002,0,0,672468.0
988,2,96,2014,1.0,990,0,4,6,1.0,3000,990,0,1120,3000,0,0,335348.0
989,4,47,2015,1.5,3160,0,4,6,1.5,19745,1840,1320,1540,8611,0,0,416314.0
990,4,14,2015,2.5,2450,0,3,9,2.0,5079,2450,0,2690,6675,0,0,542280.0
991,4,4,2015,2.5,1677,0,3,7,2.0,7209,1677,0,2236,7209,0,0,279791.0
992,3,60,2015,1.0,1650,0,3,7,1.0,10075,1170,480,1690,8125,0,0,356220.0
993,4,93,2014,2.5,2340,0,3,7,2.0,5600,2340,0,1310,5600,0,1,522318.0
994,3,10,2014,3.25,1370,0,3,8,3.0,1194,1370,0,1800,2678,0,0,522503.0
995,5,0,2015,3.5,4000,0,3,9,2.0,9234,4000,0,3690,6600,0,0,935971.0
996,3,36,2015,2.0,1480,0,4,7,1.0,6698,1080,400,1850,7348,0,0,289942.0
997,4,72,2014,1.5,1480,0,5,6,1.0,47045,1480,0,1530,11000,0,0,259194.0
998,4,37,2014,2.25,2130,0,4,8,2.0,10650,2130,0,3380,10050,0,0,663267.0
999,3,87,2015,1.0,1260,0,4,7,1.5,4080,1260,0,1130,3876,0,0,441263.0
1000,3,29,2014,1.75,1840,0,4,7,1.0,9697,1500,340,1430,8079,0,0,258920.0
1001,3,18,2014,2.25,2100,0,3,7,2.0,3000,2100,0,1650,4500,0,0,413712.0
1002,4,35,2014,2.75,1560,3,3,7,1.0,8820,1060,500,2140,7800,0,0,321162.0
1003,2,69,2014,1.0,880,0,4,6,1.0,6780,880,0,1190,6780,0,0,285707.0
1004,3,85,2015,1.0,1830,0,4,8,1.5,4400,1720,110,1650,4400,0,0,663026.0
1005,2,29,2014,2.5,2910,4,5,9,2.0,19449,1940,970,2540,23598,1,0,1304014.0
1006,3,37,2014,2.0,1580,0,3,7,1.0,7400,1050,530,1560,7458,0,0,306998.0
1007,4,61,2014,2.5,2340,0,3,8,1.0,10800,2340,0,2650,13500,0,1,958485.0
1008,3,29,2014,2.5,2420,0,3,8,2.0,49928,1860,560,2620,37301,0,0,544733.0
1009,4,26,2015,3.0,2350,0,3,9,1.0,9952,1650,700,2440,9100,0,0,596277.0
1010,4,12,2014,2.5,3420,0,3,9,2.0,21344,3420,0,2110,21344,0,0,713983.0
1011,4,1,2014,2.5,2701,0,3,7,2.0,5821,2701,0,2566,5843,0,0,404409.0
1012,3,16,2014,3.0,2330,0,3,9,1.0,10327,2330,0,2200,4629,0,0,668409.0
1013,3,75,2014,1.5,1580,0,3,8,1.0,5000,1290,290,1570,4500,0,0,580484.0
1014,2,3,2014,2.5,1380,0,3,7,2.0,1073,1140,240,1580,2036,0,0,333953.0
1015,4,12,2015,2.5,2580,0,3,9,2.0,11780,2580,0,2410,8403,0,0,486606.0
1016,3,23,2014,2.5,1980,0,3,8,2.0,9907,1980,0,2050,9907,0,0,395880.0
1017,3,25,2014,2.5,2830,0,3,9,2.0,6536,2830,0,2710,6954,0,0,573883.0
1018,11,96,2014,3.0,3000,0,3,7,2.0,4960,2400,600,1420,4960,0,1,641216.0
1019,2,73,2014,2.0,1340,0,3,8,1.5,5350,1340,0,2210,5350,0,0,603879.0
1020,3,46,2014,1.75,1270,0,4,7,1.0,7700,1270,0,1510,7700,0,0,311216.0
1021,4,55,2015,2.25,1940,0,3,7,1.0,10200,1360,580,1940,10200,0,0,373272.0
1022,2,6,2015,2.5,3900,0,3,12,2.0,920423,3900,0,2720,411962,0,0,1614882.0
1023,4,9,2014,3.5,3670,0,3,9,2.0,4960,2870,800,1520,6335,0,0,1010690.0
1024,3,14,2014,3.0,3700,0,3,10,1.0,16857,2170,1530,2320,12000,0,0,710750.0
1025,4,25,2014,3.25,4240,3,3,10,2.0,25639,3550,690,3590,24967,0,0,905994.0
1026,4,7,2014,3.5,4170,0,3,9,2.0,4524,3500,670,3510,5001,0,0,996681.0
1027,3,105,2015,1.0,1500,2,3,7,2.0,2555,1500,0,1820,2555,0,0,627849.0
1028,2,64,2014,1.0,1060,0,3,6,1.0,6504,1060,0,1100,7200,0,0,223041.0
1029,2,82,2014,1.0,1470,0,3,4,1.5,25661,1470,0,1670,43301,0,0,232930.0
1030,4,8,2014,2.5,3440,0,3,10,2.0,6915,3440,0,3200,6915,0,0,744008.0
1031,5,37,2014,2.25,2890,0,3,9,2.0,12478,2890,0,2570,11880,0,0,642892.0
1032,3,49,2015,2.25,1890,0,3,8,1.0,9646,1890,0,1580,9488,0,0,399441.0
1033,6,90,2015,2.5,3550,0,3,8,2.0,6533,3550,0,3140,6234,0,0,1001813.0
1034,4,3,2015,3.75,2870,3,3,10,2.0,4500,2510,360,2870,6354,0,0,1044768.0
1035,2,71,2015,1.0,1310,0,3,6,1.0,2814,810,500,1300,1344,0,0,320737.0
1036,3,47,2014,1.75,1880,0,3,7,1.0,13300,1380,500,3550,10883,0,0,655047.0
1037,4,68,2015,1.0,1820,0,3,6,1.5,5500,1820,0,1140,5500,0,0,313618.0
1038,3,60,2014,1.75,1740,0,4,6,1.0,6220,1740,0,1630,8418,0,0,325845.0
1039,4,64,2014,2.25,2010,1,4,8,1.0,7200,1010,1000,2010,7200,0,0,677009.0
1040,3,42,2014,1.75,1660,0,3,7,1.0,10000,1660,0,1770,10000,0,0,370787.0
1041,3,18,2015,2.5,1910,0,3,8,2.0,4755,1910,0,2460,6099,0,0,432707.0
1042,3,12,2015,2.5,1690,0,3,7,2.0,3322,1690,0,1650,3446,0,0,349356.0
1043,2,107,2014,1.0,1010,0,3,6,2.0,4120,1010,0,1200,4120,0,1,328882.0
1044,2,72,2014,1.0,960,0,3,6,1.0,4920,960,0,1010,5040,0,0,262516.0
1045,2,38,2015,2.0,1610,0,4,8,2.0,6160,1610,0,1750,6305,0,0,377897.0
1046,2,69,2015,1.0,1440,0,3,7,1.0,4046,960,480,1400,4046,0,0,445453.0
1047,3,28,2015,2.5,2850,0,3,10,2.0,36585,2850,0,3340,35671,0,0,788394.0
1048,5,51,2014,1.75,2180,0,3,7,1.0,9178,1140,1040,2140,9261,0,0,371278.0
1049,3,11,2014,2.0,1310,0,3,7,3.0,1361,1310,0,1370,1608,0,0,332951.0
1050,3,60,2014,1.0,1260,0,3,6,1.0,7500,1260,0,1260,7500,0,0,237917.0
1051,4,10,2014,2.5,2820,0,3,9,2.0,4174,2820,0,2560,4853,0,0,607381.0
1052,4,103,2014,2.0,1770,0,5,7,2.0,6000,1770,0,1340,6000,0,1,432045.0
1053,2,70,2014,1.0,560,0,3,6,1.0,7560,560,0,990,7560,0,0,246283.0
1054,3,56,2014,1.0,1040,0,4,6,1.0,8892,800,240,820,9000,0,0,191273.0
1055,4,37,2015,2.25,2270,0,3,7,2.0,9100,2270,0,1710,7910,0,0,353672.0
1056,4,5,2014,2.5,1914,0,3,8,2.0,3272,1914,0,1714,3250,0,0,406555.0
1057,3,29,2014,2.0,1210,0,4,7,1.0,6634,1210,0,1560,7200,0,0,261374.0
1058,3,14,2014,1.5,1290,0,3,7,3.0,1286,1290,0,1720,1286,0,0,336244.0
1059,3,19,2014,2.5,1460,0,3,7,2.0,7936,1460,0,1830,7936,0,0,263723.0
1060,3,38,2014,1.75,1840,0,3,8,1.0,7350,1310,530,1860,7000,0,0,441782.0
1061,4,23,2014,3.5,3400,0,3,8,2.0,234352,2500,900,1300,39639,0,0,582011.0
1062,3,31,2014,2.0,1410,0,4,7,1.0,9600,1410,0,1410,9600,0,0,257715.0
1063,3,44,2015,1.0,1250,0,3,7,1.0,9775,1250,0,1390,9650,0,0,271825.0
1064,4,19,2015,2.25,2550,2,4,9,2.0,7650,2550,0,2550,7650,0,0,596763.0
1065,3,49,2014,1.75,1660,0,4,8,1.0,8208,1660,0,2210,11000,0,0,476645.0
1066,3,94,2014,2.5,1500,0,5,7,1.0,5412,900,600,1090,5412,0,0,508663.0
1067,3,21,2014,2.5,2780,0,3,9,1.0,32880,2780,0,2780,40091,0,0,587973.0
1068,3,18,2014,2.0,1390,0,3,7,1.0,7200,1390,0,1630,7340,0,0,267607.0
1069,2,40,2014,2.25,1640,0,4,8,2.0,2128,1640,0,1640,2128,0,0,360230.0
1070,2,67,2015,1.0,1370,0,3,7,1.0,8400,1370,0,1330,8396,0,0,335163.0
1071,3,58,2015,1.0,1190,0,4,7,1.0,5280,1190,0,1280,5280,0,0,342101.0
1072,6,104,2015,2.0,2650,0,3,8,1.5,4621,2650,0,1640,4879,0,0,736349.0
1073,5,59,2014,2.5,3860,3,4,8,1.0,42733,2300,1560,2520,19353,0,0,827154.0
1074,4,112,2014,2.5,2160,0,4,9,2.5,5298,2160,0,1720,2283,0,0,1051438.0
1075,4,52,2014,1.0,1740,0,4,7,1.0,8100,1020,720,1600,8949,0,0,285894.0
1076,3,5,2014,2.5,3490,2,3,9,1.5,28213,2242,1248,2120,56628,0,0,795825.0
1077,3,49,2015,1.5,1340,0,4,7,1.0,7391,1340,0,1300,7391,0,0,288431.0
1078,4,48,2015,2.5,2030,0,3,7,1.0,10722,1100,930,1610,9134,0,0,325391.0
1079,3,0,2014,1.75,1500,0,3,6,1.0,11968,1500,0,1320,11303,0,0,234553.0
1080,3,47,2014,2.25,2840,0,3,7,1.0,59677,1580,1260,2220,31688,0,0,408734.0
1081,4,98,2014,1.0,2000,0,3,7,1.5,4676,1250,750,1140,4676,0,1,421837.0
1082,3,88,2014,2.5,1840,0,3,7,1.0,3035,920,920,1780,4000,0,0,563601.0
1083,5,55,2014,2.5,2900,0,3,8,1.0,9799,1450,1450,2810,9687,0,0,677223.0
1084,5,11,2014,3.75,3860,0,3,7,2.0,6901,3860,0,3000,8584,0,0,476731.0
1085,3,53,2014,1.75,2180,0,4,7,1.0,10230,1090,1090,2130,7200,0,0,396931.0
1086,5,9,2014,3.25,3500,0,3,8,2.0,7254,2760,740,2820,6317,0,0,640223.0
1087,1,88,2014,1.0,730,0,4,4,1.0,6890,730,0,1790,7969,0,0,260542.0
1088,5,10,2014,3.25,3060,0,3,8,2.0,11778,3060,0,1840,10403,0,0,552991.0
1089,2,67,2014,1.0,960,0,3,6,1.0,8153,960,0,1160,8199,0,0,235048.0
1090,4,20,2015,3.5,4870,0,3,12,2.0,39190,4870,0,5000,33880,0,0,1962463.0
1091,3,53,2014,1.0,1590,0,4,7,1.0,11200,1590,0,1560,9750,0,0,275481.0
1092,3,37,2015,1.75,1740,0,3,8,1.0,7682,1330,410,2010,8820,0,0,418924.0
1093,3,19,2014,2.25,1760,0,3,7,2.0,9621,1760,0,1810,6589,0,0,294780.0
1094,4,48,2015,1.75,1520,0,4,7,1.0,10630,1520,0,1550,8039,0,0,309944.0
1095,2,34,2014,1.75,1320,0,3,7,1.5,13052,1320,0,1320,13052,0,0,278707.0
1096,4,29,2014,2.5,2470,0,3,7,1.0,6116,1420,1050,1670,7627,0,0,362206.0
1097,1,106,2014,1.0,960,0,3,7,1.0,2640,760,200,1620,3759,0,0,468390.0
1098,4,17,2014,3.75,3160,0,3,10,2.5,9525,3160,0,2400,9525,0,0,963766.0
1099,4,5,2014,2.5,2740,0,3,9,2.0,7571,2740,0,2880,7203,0,0,535483.0
1100,5,109,2014,4.25,4860,1,5,10,1.5,9453,3100,1760,3150,8557,0,0,2329739.0
1101,3,55,2014,1.5,2110,0,3,7,1.0,5195,1210,900,1950,5195,0,0,382591.0
1102,3,9,2014,1.75,1480,0,3,9,2.5,2185,1480,0,1480,2441,0,0,556217.0
1103,4,40,2014,2.0,2990,0,4,8,1.0,102366,2990,0,2820,57140,0,0,709170.0
1104,3,10,2014,2.5,2330,4,3,9,2.0,1987,1410,920,2640,5250,0,0,922117.0
1105,3,33,2014,2.25,2750,0,3,7,2.0,219542,1870,880,2430,219542,0,0,507696.0
1106,3,56,2014,1.5,1960,0,4,7,1.0,8815,1020,940,1760,9534,0,0,350957.0
1107,4,97,2014,1.75,2660,0,4,8,2.0,3520,2080,580,2100,4080,0,0,866821.0
1108,2,106,2015,1.0,1170,0,4,7,1.0,4080,1170,0,1560,4586,0,0,523996.0
1109,3,110,2014,1.0,1140,0,4,7,2.0,4200,1140,0,1510,4000,0,0,489368.0
1110,4,49,2015,1.75,2030,0,3,8,1.0,7350,2030,0,2000,7998,0,0,400145.0
1111,3,6,2015,2.25,1490,0,3,7,2.0,4539,1490,0,1750,4667,0,0,326632.0
1112,4,37,2014,2.5,1750,0,3,8,1.0,9000,1410,340,2120,9600,0,1,484199.0
1113,4,0,2014,2.75,3540,0,3,9,2.0,5500,3540,0,3540,5500,0,0,846765.0
1114,5,20,2014,2.75,2000,0,3,7,1.0,5885,1260,740,1960,6514,0,0,354967.0
1115,4,10,2015,2.5,2570,0,3,8,2.0,7173,2570,0,2630,6026,0,0,444459.0
